Link,Wordpress,Invalid SSL,gtmetrix PageSpeed Score,YSlow Score,Fully Loaded Time
https://en.wikipedia.org/wiki/Hello_Kitty,False,False
https://www.sanrio.com/categories/hello-kitty,False,False
https://www.sanrio.com/,False,False
https://www.theverge.com/2014/8/27/6076065/breaking-news-hello-kitty-is-not-a-cat,False,False
https://www.nytimes.com/2010/05/15/business/global/15kitty.html,False,False
https://www.facebook.com/hellokitty/,False,False
https://www.shutterstock.com/search/hello-kitty,False,False
https://www.youtube.com/watch?v=-aXs0UHN2BM,False,False
https://www.youtube.com/watch?v=uacyVe_ZSoc,False,False
https://www.youtube.com/watch?v=wpprij03DCg,False,False
https://time.com/3532446/hello-kitty-con-40th-anniversary/,False,False
http://www.evakitty.com/en/,False,False
https://www.flipkart.com/toys/hello-kitty~brand/pr?sid=mgl,False,False
https://www.amazon.com/stores/HelloKitty/node/2529551011,False,False
https://www.npr.org/sections/theprotojournalist/2014/08/28/343962145/is-hello-kitty-a-cat-or-a-girl,False,False
https://hellokitty45.com/,False,False
https://dictionary.cambridge.org/dictionary/english/rob,False,False
https://www.merriam-webster.com/dictionary/rob,False,False
https://www.macmillandictionary.com/dictionary/british/rob,False,False
https://en.wikipedia.org/wiki/R.O.B.,False,False
https://www.dictionary.com/browse/rob,False,False
https://www.ldoceonline.com/dictionary/rob,False,False
https://en.wiktionary.org/wiki/rob,False,False
https://www.thesaurus.com/browse/rob,False,False
